query_id,query_text,tau_method,rank,cve_id,title,score
14,race condition in temporary file creation,taumode,16,CVE-2018-1443,(no title),0.904426
14,race condition in temporary file creation,taumode,17,CVE-2020-6311,(no title),0.904274
14,race condition in temporary file creation,taumode,18,CVE-2020-6362,(no title),0.904266
14,race condition in temporary file creation,taumode,19,CVE-2019-0379,(no title),0.903987
14,race condition in temporary file creation,taumode,20,CVE-2019-5280,(no title),0.903879
14,race condition in temporary file creation,taumode,21,CVE-2025-24506,(no title),0.903255
14,race condition in temporary file creation,taumode,22,CVE-2017-9601,(no title),0.903120
14,race condition in temporary file creation,taumode,23,CVE-2019-6504,(no title),0.903001
14,race condition in temporary file creation,taumode,24,CVE-2021-27613,(no title),0.902943
14,race condition in temporary file creation,taumode,25,CVE-2012-4838,(no title),0.902918
15,path canonicalization bypass in file download servlet,Cosine,1,CVE-2006-3172,(no title),0.843571
15,path canonicalization bypass in file download servlet,Cosine,2,CVE-2013-4883,(no title),0.843032
15,path canonicalization bypass in file download servlet,Cosine,3,CVE-2009-1553,(no title),0.841626
15,path canonicalization bypass in file download servlet,Cosine,4,CVE-2015-6509,(no title),0.839720
15,path canonicalization bypass in file download servlet,Cosine,5,CVE-2015-7391,(no title),0.839402
15,path canonicalization bypass in file download servlet,Cosine,6,CVE-2022-40145,Apache Karaf: JDBC JAAS LDAP injection,0.837685
15,path canonicalization bypass in file download servlet,Cosine,7,CVE-2023-27296,Apache InLong: JDBC Deserialization Vulnerability in InLong,0.836165
15,path canonicalization bypass in file download servlet,Cosine,8,CVE-2015-6929,(no title),0.835581
15,path canonicalization bypass in file download servlet,Cosine,9,CVE-2016-9554,(no title),0.833516
15,path canonicalization bypass in file download servlet,Cosine,10,CVE-2008-6840,(no title),0.833484
15,path canonicalization bypass in file download servlet,Cosine,11,CVE-2008-1969,(no title),0.832347
15,path canonicalization bypass in file download servlet,Cosine,12,CVE-2009-4237,(no title),0.832213
15,path canonicalization bypass in file download servlet,Cosine,13,CVE-2007-5642,(no title),0.831091
15,path canonicalization bypass in file download servlet,Cosine,14,CVE-2015-2351,(no title),0.829408
15,path canonicalization bypass in file download servlet,Cosine,15,CVE-2008-7092,(no title),0.828519
15,path canonicalization bypass in file download servlet,Cosine,16,CVE-2025-23203,Icinga has rest API endpoints accessible to restricted users,0.828317
15,path canonicalization bypass in file download servlet,Cosine,17,CVE-2009-4571,(no title),0.828222
15,path canonicalization bypass in file download servlet,Cosine,18,CVE-2007-0056,(no title),0.828213
15,path canonicalization bypass in file download servlet,Cosine,19,CVE-2011-5287,(no title),0.827152
15,path canonicalization bypass in file download servlet,Cosine,20,CVE-2016-4350,(no title),0.826746
15,path canonicalization bypass in file download servlet,Cosine,21,CVE-2023-46302,Apache Submarine: Fix CVE-2022-1471 SnakeYaml unsafe deserialization,0.826645
15,path canonicalization bypass in file download servlet,Cosine,22,CVE-2010-0432,(no title),0.826294
15,path canonicalization bypass in file download servlet,Cosine,23,CVE-2007-3594,(no title),0.826216
15,path canonicalization bypass in file download servlet,Cosine,24,CVE-2011-5073,(no title),0.825494
15,path canonicalization bypass in file download servlet,Cosine,25,CVE-2017-12761,(no title),0.825074
15,path canonicalization bypass in file download servlet,hybrid,1,CVE-2013-4883,(no title),0.886775
15,path canonicalization bypass in file download servlet,hybrid,2,CVE-2009-1553,(no title),0.885840
15,path canonicalization bypass in file download servlet,hybrid,3,CVE-2015-6509,(no title),0.884562
15,path canonicalization bypass in file download servlet,hybrid,4,CVE-2022-40145,Apache Karaf: JDBC JAAS LDAP injection,0.883131
15,path canonicalization bypass in file download servlet,hybrid,5,CVE-2023-27296,Apache InLong: JDBC Deserialization Vulnerability in InLong,0.882009
15,path canonicalization bypass in file download servlet,hybrid,6,CVE-2015-6929,(no title),0.881408
15,path canonicalization bypass in file download servlet,hybrid,7,CVE-2016-9554,(no title),0.880106
15,path canonicalization bypass in file download servlet,hybrid,8,CVE-2009-4237,(no title),0.879172
15,path canonicalization bypass in file download servlet,hybrid,9,CVE-2023-46302,Apache Submarine: Fix CVE-2022-1471 SnakeYaml unsafe deserialization,0.875169
15,path canonicalization bypass in file download servlet,hybrid,10,CVE-2016-4350,(no title),0.875166
15,path canonicalization bypass in file download servlet,hybrid,11,CVE-2007-3594,(no title),0.874806
15,path canonicalization bypass in file download servlet,hybrid,12,CVE-2007-5642,(no title),0.874056
15,path canonicalization bypass in file download servlet,hybrid,13,CVE-2017-12761,(no title),0.874005
15,path canonicalization bypass in file download servlet,hybrid,14,CVE-2012-4396,(no title),0.873965
15,path canonicalization bypass in file download servlet,hybrid,15,CVE-2023-30465,Apache InLong: SQL injection in apache inLong 1.5.0,0.873757
15,path canonicalization bypass in file download servlet,hybrid,16,CVE-2007-1723,(no title),0.872546
15,path canonicalization bypass in file download servlet,hybrid,17,CVE-2022-31195,Path traversal vulnerability in Simple Archive Format package import in DSpace,0.872469
15,path canonicalization bypass in file download servlet,hybrid,18,CVE-2014-4312,(no title),0.872131
15,path canonicalization bypass in file download servlet,hybrid,19,CVE-2023-5123,Improper Path Sanitization in JSON Datasource Plugin,0.871074
15,path canonicalization bypass in file download servlet,hybrid,20,CVE-2025-63390,(no title),0.870110
15,path canonicalization bypass in file download servlet,hybrid,21,CVE-2013-7216,(no title),0.869975
15,path canonicalization bypass in file download servlet,hybrid,22,CVE-2020-21524,(no title),0.869896
15,path canonicalization bypass in file download servlet,hybrid,23,CVE-2017-14142,(no title),0.869185
15,path canonicalization bypass in file download servlet,hybrid,24,CVE-2009-3439,(no title),0.869111
15,path canonicalization bypass in file download servlet,hybrid,25,CVE-2007-1628,(no title),0.868770
15,path canonicalization bypass in file download servlet,taumode,1,CVE-2013-4883,(no title),0.933643
15,path canonicalization bypass in file download servlet,taumode,2,CVE-2009-1553,(no title),0.933211
15,path canonicalization bypass in file download servlet,taumode,3,CVE-2015-6509,(no title),0.932606
15,path canonicalization bypass in file download servlet,taumode,4,CVE-2022-40145,Apache Karaf: JDBC JAAS LDAP injection,0.931823
15,path canonicalization bypass in file download servlet,taumode,5,CVE-2023-27296,Apache InLong: JDBC Deserialization Vulnerability in InLong,0.931128
15,path canonicalization bypass in file download servlet,taumode,6,CVE-2015-6929,(no title),0.930508
15,path canonicalization bypass in file download servlet,taumode,7,CVE-2016-9554,(no title),0.930024
15,path canonicalization bypass in file download servlet,taumode,8,CVE-2009-4237,(no title),0.929485
15,path canonicalization bypass in file download servlet,taumode,9,CVE-2023-46302,Apache Submarine: Fix CVE-2022-1471 SnakeYaml unsafe deserialization,0.927158
15,path canonicalization bypass in file download servlet,taumode,10,CVE-2016-4350,(no title),0.927044
15,path canonicalization bypass in file download servlet,taumode,11,CVE-2007-3594,(no title),0.926867
15,path canonicalization bypass in file download servlet,taumode,12,CVE-2017-12761,(no title),0.926431
15,path canonicalization bypass in file download servlet,taumode,13,CVE-2012-4396,(no title),0.926358
15,path canonicalization bypass in file download servlet,taumode,14,CVE-2023-30465,Apache InLong: SQL injection in apache inLong 1.5.0,0.926357
15,path canonicalization bypass in file download servlet,taumode,15,CVE-2022-31195,Path traversal vulnerability in Simple Archive Format package import in DSpace,0.925595
15,path canonicalization bypass in file download servlet,taumode,16,CVE-2007-1723,(no title),0.925374
15,path canonicalization bypass in file download servlet,taumode,17,CVE-2014-4312,(no title),0.925296
15,path canonicalization bypass in file download servlet,taumode,18,CVE-2023-5123,Improper Path Sanitization in JSON Datasource Plugin,0.924786
15,path canonicalization bypass in file download servlet,taumode,19,CVE-2025-63390,(no title),0.924095
15,path canonicalization bypass in file download servlet,taumode,20,CVE-2020-21524,(no title),0.924061
15,path canonicalization bypass in file download servlet,taumode,21,CVE-2013-7216,(no title),0.923898
15,path canonicalization bypass in file download servlet,taumode,22,CVE-2017-14142,(no title),0.923567
15,path canonicalization bypass in file download servlet,taumode,23,CVE-2009-3439,(no title),0.923550
15,path canonicalization bypass in file download servlet,taumode,24,CVE-2007-1628,(no title),0.923418
15,path canonicalization bypass in file download servlet,taumode,25,CVE-2012-1062,(no title),0.923297
16,sandbox escape in browser extension messaging interface,Cosine,1,CVE-2024-10125,Lack of JWT issuer and signer validation,0.849279
16,sandbox escape in browser extension messaging interface,Cosine,2,CVE-2026-5234,LatePoint <= 5.3.2 - Insecure Direct Object Reference to Unauthenticated Sensitive Financial Data Exposure via Sequential Invoice ID,0.847450
16,sandbox escape in browser extension messaging interface,Cosine,3,CVE-2025-63390,(no title),0.843133
16,sandbox escape in browser extension messaging interface,Cosine,4,CVE-2008-6706,(no title),0.843053
16,sandbox escape in browser extension messaging interface,Cosine,5,CVE-2020-26212,Any GLPI CalDAV calendars is read-only for every authenticated user,0.840870
16,sandbox escape in browser extension messaging interface,Cosine,6,CVE-2018-15758,Privilege Escalation in spring-security-oauth2,0.840123
16,sandbox escape in browser extension messaging interface,Cosine,7,CVE-2024-8535,Authenticated user can access unintended user capabilities,0.838054
16,sandbox escape in browser extension messaging interface,Cosine,8,CVE-2011-3684,(no title),0.837635
16,sandbox escape in browser extension messaging interface,Cosine,9,CVE-2009-3487,(no title),0.837491
16,sandbox escape in browser extension messaging interface,Cosine,10,CVE-2016-4350,(no title),0.836994
16,sandbox escape in browser extension messaging interface,Cosine,11,CVE-2026-31820,Sylius affected by IDOR in Cart and Checkout LiveComponents,0.836942
16,sandbox escape in browser extension messaging interface,Cosine,12,CVE-2014-4309,(no title),0.836857
16,sandbox escape in browser extension messaging interface,Cosine,13,CVE-2021-30648,(no title),0.836774
16,sandbox escape in browser extension messaging interface,Cosine,14,CVE-2015-6509,(no title),0.835362
16,sandbox escape in browser extension messaging interface,Cosine,15,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.835287
16,sandbox escape in browser extension messaging interface,Cosine,16,CVE-2024-45164,(no title),0.835103
16,sandbox escape in browser extension messaging interface,Cosine,17,CVE-2016-4948,(no title),0.834214
16,sandbox escape in browser extension messaging interface,Cosine,18,CVE-2012-3805,(no title),0.834081
16,sandbox escape in browser extension messaging interface,Cosine,19,CVE-2025-34062,OneLogin AD Connector API Credential and Signing Key Exposure,0.833495
16,sandbox escape in browser extension messaging interface,Cosine,20,CVE-2015-7494,(no title),0.833208
16,sandbox escape in browser extension messaging interface,Cosine,21,CVE-2008-3081,(no title),0.832644
16,sandbox escape in browser extension messaging interface,Cosine,22,CVE-2026-33990,Docker Model Runner OCI Registry Client Vulnerable to Server-Side Request Forgery (SSRF),0.832373
16,sandbox escape in browser extension messaging interface,Cosine,23,CVE-2021-40261,(no title),0.831899
16,sandbox escape in browser extension messaging interface,Cosine,24,CVE-2026-33726,Cilium L7 proxy may bypass Kubernetes NetworkPolicy for same-node traffic,0.831484
16,sandbox escape in browser extension messaging interface,Cosine,25,CVE-2021-43271,(no title),0.831302
16,sandbox escape in browser extension messaging interface,hybrid,1,CVE-2024-13301,OAuth & OpenID Connect Single Sign On – SSO (OAuth/OIDC Client) - Critical - Cross Site Scripting - SA-CONTRIB-2024-067,0.874539
16,sandbox escape in browser extension messaging interface,hybrid,2,CVE-2026-31820,Sylius affected by IDOR in Cart and Checkout LiveComponents,0.873114
16,sandbox escape in browser extension messaging interface,hybrid,3,CVE-2026-25045,Budibase Critical Privilege Escalation & IDOR via Missing RBAC on User Role Management (Creator-Role),0.869787
16,sandbox escape in browser extension messaging interface,hybrid,4,CVE-2024-10125,Lack of JWT issuer and signer validation,0.862142
16,sandbox escape in browser extension messaging interface,hybrid,5,CVE-2026-24516,(no title),0.861842
16,sandbox escape in browser extension messaging interface,hybrid,6,CVE-2026-5234,LatePoint <= 5.3.2 - Insecure Direct Object Reference to Unauthenticated Sensitive Financial Data Exposure via Sequential Invoice ID,0.860995
16,sandbox escape in browser extension messaging interface,hybrid,7,CVE-2006-6031,(no title),0.860583
16,sandbox escape in browser extension messaging interface,hybrid,8,CVE-2006-4118,(no title),0.860248
16,sandbox escape in browser extension messaging interface,hybrid,9,CVE-2014-4309,(no title),0.859323
16,sandbox escape in browser extension messaging interface,hybrid,10,CVE-2015-6005,(no title),0.859044
16,sandbox escape in browser extension messaging interface,hybrid,11,CVE-2025-63390,(no title),0.857799
16,sandbox escape in browser extension messaging interface,hybrid,12,CVE-2008-6706,(no title),0.857705
16,sandbox escape in browser extension messaging interface,hybrid,13,CVE-2023-50291,Apache Solr: System Property redaction logic inconsistency can lead to leaked passwords,0.856394
16,sandbox escape in browser extension messaging interface,hybrid,14,CVE-2020-26212,Any GLPI CalDAV calendars is read-only for every authenticated user,0.856092
16,sandbox escape in browser extension messaging interface,hybrid,15,CVE-2018-15758,Privilege Escalation in spring-security-oauth2,0.855562
16,sandbox escape in browser extension messaging interface,hybrid,16,CVE-2019-9753,(no title),0.854914
16,sandbox escape in browser extension messaging interface,hybrid,17,CVE-2025-53663,(no title),0.854138
16,sandbox escape in browser extension messaging interface,hybrid,18,CVE-2024-8535,Authenticated user can access unintended user capabilities,0.854084
16,sandbox escape in browser extension messaging interface,hybrid,19,CVE-2025-47849,Apache CloudStack: Insecure access of user's API/Secret Keys in the same domain,0.853806
16,sandbox escape in browser extension messaging interface,hybrid,20,CVE-2011-3684,(no title),0.853787
16,sandbox escape in browser extension messaging interface,hybrid,21,CVE-2009-3487,(no title),0.853700
16,sandbox escape in browser extension messaging interface,hybrid,22,CVE-2016-4350,(no title),0.853378
16,sandbox escape in browser extension messaging interface,hybrid,23,CVE-2021-30648,(no title),0.853175
16,sandbox escape in browser extension messaging interface,hybrid,24,CVE-2025-4235,User-ID Credential Agent: Cleartext Exposure of Service Account password,0.852772
16,sandbox escape in browser extension messaging interface,hybrid,25,CVE-2026-4880,Barcode Scanner (+Mobile App) <= 1.11.0 - Unauthenticated Privilege Escalation via Insecure Token Authentication,0.852340
16,sandbox escape in browser extension messaging interface,taumode,1,CVE-2024-13301,OAuth & OpenID Connect Single Sign On – SSO (OAuth/OIDC Client) - Critical - Cross Site Scripting - SA-CONTRIB-2024-067,0.925363
16,sandbox escape in browser extension messaging interface,taumode,2,CVE-2026-25045,Budibase Critical Privilege Escalation & IDOR via Missing RBAC on User Role Management (Creator-Role),0.915887
16,sandbox escape in browser extension messaging interface,taumode,3,CVE-2006-6031,(no title),0.915436
16,sandbox escape in browser extension messaging interface,taumode,4,CVE-2026-31820,Sylius affected by IDOR in Cart and Checkout LiveComponents,0.911869
16,sandbox escape in browser extension messaging interface,taumode,5,CVE-2009-4037,(no title),0.910178
16,sandbox escape in browser extension messaging interface,taumode,6,CVE-2020-10372,(no title),0.909705
16,sandbox escape in browser extension messaging interface,taumode,7,CVE-2014-8487,(no title),0.909206
16,sandbox escape in browser extension messaging interface,taumode,8,CVE-2022-26323,Incorrect Use of Privileged vulnerability has been discovered on OpenText™ UCMDB and Operation Bridge Manager product.,0.909155
16,sandbox escape in browser extension messaging interface,taumode,9,CVE-2025-47849,Apache CloudStack: Insecure access of user's API/Secret Keys in the same domain,0.908557
16,sandbox escape in browser extension messaging interface,taumode,10,CVE-2007-0186,(no title),0.908094
16,sandbox escape in browser extension messaging interface,taumode,11,CVE-2022-41252,(no title),0.907494
16,sandbox escape in browser extension messaging interface,taumode,12,CVE-2026-25726,Cloudreve is vulnerable to Account Takeover via Weak Cryptographic Token Generation (Insecure PRNG Seeding),0.907393
16,sandbox escape in browser extension messaging interface,taumode,13,CVE-2016-6190,(no title),0.907251
16,sandbox escape in browser extension messaging interface,taumode,14,CVE-2026-1906,PDF Invoices & Packing Slips for WooCommerce <= 5.6.0 - Missing Authorization to Authenticated (Subscriber+) Peppol Identifier Modification,0.907068
16,sandbox escape in browser extension messaging interface,taumode,15,CVE-2021-39270,(no title),0.906638
16,sandbox escape in browser extension messaging interface,taumode,16,CVE-2019-9753,(no title),0.906595
16,sandbox escape in browser extension messaging interface,taumode,17,CVE-2012-1664,(no title),0.906311
16,sandbox escape in browser extension messaging interface,taumode,18,CVE-2007-6366,(no title),0.906065
16,sandbox escape in browser extension messaging interface,taumode,19,CVE-2014-3111,(no title),0.905961
16,sandbox escape in browser extension messaging interface,taumode,20,CVE-2024-53355,(no title),0.905879
16,sandbox escape in browser extension messaging interface,taumode,21,CVE-2026-1916,WPGSI: Spreadsheet Integration <= 3.8.3 - Missing Authorization to Unauthenticated Arbitrary Post Creation and Deletion via Forged Base64 Token,0.905865
16,sandbox escape in browser extension messaging interface,taumode,22,CVE-2015-6005,(no title),0.905753
16,sandbox escape in browser extension messaging interface,taumode,23,CVE-2026-0759,Katana Network Development Starter Kit executeCommand Command Injection Remote Code Execution Vulnerability,0.904989
16,sandbox escape in browser extension messaging interface,taumode,24,CVE-2026-4880,Barcode Scanner (+Mobile App) <= 1.11.0 - Unauthenticated Privilege Escalation via Insecure Token Authentication,0.904807
16,sandbox escape in browser extension messaging interface,taumode,25,CVE-2022-20620,(no title),0.904664
17,prototype pollution in Node.js configuration merge utility,Cosine,1,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.872817
17,prototype pollution in Node.js configuration merge utility,Cosine,2,CVE-2021-47176,s390/dasd: add missing discipline function,0.871387
17,prototype pollution in Node.js configuration merge utility,Cosine,3,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.868466
17,prototype pollution in Node.js configuration merge utility,Cosine,4,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.866549
17,prototype pollution in Node.js configuration merge utility,Cosine,5,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.866499
17,prototype pollution in Node.js configuration merge utility,Cosine,6,CVE-2017-8411,(no title),0.866029
17,prototype pollution in Node.js configuration merge utility,Cosine,7,CVE-2026-24056,pnpm has symlink traversal in file:/git dependencies,0.865378
17,prototype pollution in Node.js configuration merge utility,Cosine,8,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.865377
17,prototype pollution in Node.js configuration merge utility,Cosine,9,CVE-2017-8404,(no title),0.865067
17,prototype pollution in Node.js configuration merge utility,Cosine,10,CVE-2024-56514,Karmada Tar Slips in CRDs archive extraction,0.864762
17,prototype pollution in Node.js configuration merge utility,Cosine,11,CVE-2023-24827,Credential disclosure in syft when SYFT_ATTEST_PASSWORD environment variable set in syft,0.864224
17,prototype pollution in Node.js configuration merge utility,Cosine,12,CVE-2026-40159,PraisonAI Exposes Sensitive Environment Variable via Untrusted MCP Subprocess Execution,0.862985
17,prototype pollution in Node.js configuration merge utility,Cosine,13,CVE-2025-67091,(no title),0.862869
17,prototype pollution in Node.js configuration merge utility,Cosine,14,CVE-2024-43803,BMO can expose particularly named secrets from other namespaces via BMH CRD,0.862313
17,prototype pollution in Node.js configuration merge utility,Cosine,15,CVE-2024-31457,gin-vue-admin background arbitrary code coverage vulnerability,0.862090
17,prototype pollution in Node.js configuration merge utility,Cosine,16,CVE-2020-14004,(no title),0.862011
17,prototype pollution in Node.js configuration merge utility,Cosine,17,CVE-2021-35975,(no title),0.861772
17,prototype pollution in Node.js configuration merge utility,Cosine,18,CVE-2024-42099,s390/dasd: Fix invalid dereferencing of indirect CCW data pointer,0.861354
17,prototype pollution in Node.js configuration merge utility,Cosine,19,CVE-2017-16690,(no title),0.860993
17,prototype pollution in Node.js configuration merge utility,Cosine,20,CVE-2026-32146,Improper Path Validation in Git Dependency Handling Allows Arbitrary File System Modification,0.860947
17,prototype pollution in Node.js configuration merge utility,Cosine,21,CVE-2025-40069,drm/msm: Fix obj leak in VM_BIND error path,0.860733
17,prototype pollution in Node.js configuration merge utility,Cosine,22,CVE-2022-28658,(no title),0.860696
17,prototype pollution in Node.js configuration merge utility,Cosine,23,CVE-2021-47366,afs: Fix corruption in reads at fpos 2G-4G from an OpenAFS server,0.860575
17,prototype pollution in Node.js configuration merge utility,Cosine,24,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.860256
17,prototype pollution in Node.js configuration merge utility,Cosine,25,CVE-2022-29184,Command Injection/Argument Injection in GoCD,0.860196
17,prototype pollution in Node.js configuration merge utility,hybrid,1,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.908356
17,prototype pollution in Node.js configuration merge utility,hybrid,2,CVE-2021-47176,s390/dasd: add missing discipline function,0.907386
17,prototype pollution in Node.js configuration merge utility,hybrid,3,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.905241
17,prototype pollution in Node.js configuration merge utility,hybrid,4,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.903899
17,prototype pollution in Node.js configuration merge utility,hybrid,5,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.903849
17,prototype pollution in Node.js configuration merge utility,hybrid,6,CVE-2017-8411,(no title),0.903493
17,prototype pollution in Node.js configuration merge utility,hybrid,7,CVE-2026-24056,pnpm has symlink traversal in file:/git dependencies,0.903023
17,prototype pollution in Node.js configuration merge utility,hybrid,8,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.903020
17,prototype pollution in Node.js configuration merge utility,hybrid,9,CVE-2017-8404,(no title),0.902801
17,prototype pollution in Node.js configuration merge utility,hybrid,10,CVE-2024-56514,Karmada Tar Slips in CRDs archive extraction,0.902615
17,prototype pollution in Node.js configuration merge utility,hybrid,11,CVE-2026-40159,PraisonAI Exposes Sensitive Environment Variable via Untrusted MCP Subprocess Execution,0.901277
17,prototype pollution in Node.js configuration merge utility,hybrid,12,CVE-2025-67091,(no title),0.901260
17,prototype pollution in Node.js configuration merge utility,hybrid,13,CVE-2024-43803,BMO can expose particularly named secrets from other namespaces via BMH CRD,0.900825
17,prototype pollution in Node.js configuration merge utility,hybrid,14,CVE-2024-31457,gin-vue-admin background arbitrary code coverage vulnerability,0.900668
17,prototype pollution in Node.js configuration merge utility,hybrid,15,CVE-2020-14004,(no title),0.900601
17,prototype pollution in Node.js configuration merge utility,hybrid,16,CVE-2021-35975,(no title),0.900426
17,prototype pollution in Node.js configuration merge utility,hybrid,17,CVE-2024-42099,s390/dasd: Fix invalid dereferencing of indirect CCW data pointer,0.900163
17,prototype pollution in Node.js configuration merge utility,hybrid,18,CVE-2026-32146,Improper Path Validation in Git Dependency Handling Allows Arbitrary File System Modification,0.899882
17,prototype pollution in Node.js configuration merge utility,hybrid,19,CVE-2017-16690,(no title),0.899843
17,prototype pollution in Node.js configuration merge utility,hybrid,20,CVE-2022-28658,(no title),0.899684
17,prototype pollution in Node.js configuration merge utility,hybrid,21,CVE-2021-47366,afs: Fix corruption in reads at fpos 2G-4G from an OpenAFS server,0.899575
17,prototype pollution in Node.js configuration merge utility,hybrid,22,CVE-2022-29184,Command Injection/Argument Injection in GoCD,0.899290
17,prototype pollution in Node.js configuration merge utility,hybrid,23,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.899213
17,prototype pollution in Node.js configuration merge utility,hybrid,24,CVE-2025-14287,Command Injection in mlflow/mlflow,0.899060
17,prototype pollution in Node.js configuration merge utility,hybrid,25,CVE-2025-37950,ocfs2: fix panic in failed foilio allocation,0.898835
17,prototype pollution in Node.js configuration merge utility,taumode,1,CVE-2026-24046,Backstage has a Possible Symlink Path Traversal in Scaffolder Actions,0.946433
17,prototype pollution in Node.js configuration merge utility,taumode,2,CVE-2021-47176,s390/dasd: add missing discipline function,0.945956
17,prototype pollution in Node.js configuration merge utility,taumode,3,CVE-2025-40362,ceph: fix multifs mds auth caps issue,0.944643
17,prototype pollution in Node.js configuration merge utility,taumode,4,CVE-2025-62156,argo-workflows Zip Slip path traversal allows arbitrary file write and container configuration overwrite,0.943917
17,prototype pollution in Node.js configuration merge utility,taumode,5,CVE-2023-35165,AWS CDK EKS overly permissive trust policies,0.943866
17,prototype pollution in Node.js configuration merge utility,taumode,6,CVE-2017-8411,(no title),0.943633
17,prototype pollution in Node.js configuration merge utility,taumode,7,CVE-2026-24056,pnpm has symlink traversal in file:/git dependencies,0.943358
17,prototype pollution in Node.js configuration merge utility,taumode,8,CVE-2022-50255,tracing: Fix reading strings from synthetic events,0.943352
17,prototype pollution in Node.js configuration merge utility,taumode,9,CVE-2017-8404,(no title),0.943231
17,prototype pollution in Node.js configuration merge utility,taumode,10,CVE-2024-56514,Karmada Tar Slips in CRDs archive extraction,0.943173
17,prototype pollution in Node.js configuration merge utility,taumode,11,CVE-2025-67091,(no title),0.942394
17,prototype pollution in Node.js configuration merge utility,taumode,12,CVE-2026-40159,PraisonAI Exposes Sensitive Environment Variable via Untrusted MCP Subprocess Execution,0.942304
17,prototype pollution in Node.js configuration merge utility,taumode,13,CVE-2024-43803,BMO can expose particularly named secrets from other namespaces via BMH CRD,0.942087
17,prototype pollution in Node.js configuration merge utility,taumode,14,CVE-2024-31457,gin-vue-admin background arbitrary code coverage vulnerability,0.942002
17,prototype pollution in Node.js configuration merge utility,taumode,15,CVE-2020-14004,(no title),0.941947
17,prototype pollution in Node.js configuration merge utility,taumode,16,CVE-2021-35975,(no title),0.941842
17,prototype pollution in Node.js configuration merge utility,taumode,17,CVE-2024-42099,s390/dasd: Fix invalid dereferencing of indirect CCW data pointer,0.941744
17,prototype pollution in Node.js configuration merge utility,taumode,18,CVE-2026-32146,Improper Path Validation in Git Dependency Handling Allows Arbitrary File System Modification,0.941597
17,prototype pollution in Node.js configuration merge utility,taumode,19,CVE-2017-16690,(no title),0.941468
17,prototype pollution in Node.js configuration merge utility,taumode,20,CVE-2022-28658,(no title),0.941457
17,prototype pollution in Node.js configuration merge utility,taumode,21,CVE-2021-47366,afs: Fix corruption in reads at fpos 2G-4G from an OpenAFS server,0.941361
17,prototype pollution in Node.js configuration merge utility,taumode,22,CVE-2022-29184,Command Injection/Argument Injection in GoCD,0.941176
17,prototype pollution in Node.js configuration merge utility,taumode,23,CVE-2025-14287,Command Injection in mlflow/mlflow,0.941082
17,prototype pollution in Node.js configuration merge utility,taumode,24,CVE-2025-34234,Vasion Print (formerly PrinterLogic) Hardcoded Encryption Private Keys,0.940952
17,prototype pollution in Node.js configuration merge utility,taumode,25,CVE-2025-38416,NFC: nci: uart: Set tty->disc_data only in success path,0.940926
18,request smuggling in reverse proxy parser,Cosine,1,CVE-2026-40179,Prometheus: Stored XSS via metric names and label values in web UI tooltips and metrics explorer,0.855381
18,request smuggling in reverse proxy parser,Cosine,2,CVE-2026-33311,@dicebear/core and @dicebear/initials Vulnerable to SVG Injection via Unsanitized Options,0.854885
18,request smuggling in reverse proxy parser,Cosine,3,CVE-2025-59154,Openfire allows potential identity spoofing via unsafe CN parsing,0.851320
18,request smuggling in reverse proxy parser,Cosine,4,CVE-2026-33672,Picomatch: Method Injection in POSIX Character Classes causes incorrect Glob Matching,0.848818
18,request smuggling in reverse proxy parser,Cosine,5,CVE-2013-2583,(no title),0.848602
18,request smuggling in reverse proxy parser,Cosine,6,CVE-2026-35565,Apache Storm UI: Stored Cross-Site Scripting (XSS) via Unsanitized Topology Metadata in Storm UI,0.848089
18,request smuggling in reverse proxy parser,Cosine,7,CVE-2009-4780,(no title),0.847581
18,request smuggling in reverse proxy parser,Cosine,8,CVE-2009-3487,(no title),0.846187
18,request smuggling in reverse proxy parser,Cosine,9,CVE-2025-66258,Stored Cross-Site Scripting via XML Injection,0.846044
18,request smuggling in reverse proxy parser,Cosine,10,CVE-2025-24813,Apache Tomcat: Potential RCE and/or information disclosure and/or information corruption with partial PUT,0.845921
18,request smuggling in reverse proxy parser,Cosine,11,CVE-2026-24048,Backstage has a Possible SSRF when reading from allowed URL's in `backend.reading.allow`,0.845246
18,request smuggling in reverse proxy parser,Cosine,12,CVE-2013-1646,(no title),0.843747
18,request smuggling in reverse proxy parser,Cosine,13,CVE-2008-6945,(no title),0.843629
