query_id,query_text,tau,k,ndcg
48,what are the benefits and risks of re-opening schools in the midst of the COVID-19 pandemic?,1.0,10,0.8532721558012799
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.4,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.5,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.55,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.6,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.65,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.7,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",0.8,10,0.19435800765585845
49,"do individuals who recover from COVID-19 show sufficient immune response, including antibody levels and T-cell mediated immunity, to prevent re-infection?",1.0,10,0.20904936749052638
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.4,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.5,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.55,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.6,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.65,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.7,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,0.8,10,0.253051744996279
5,what drugs have been active against SARS-CoV or SARS-CoV-2 in animal studies?,1.0,10,0.3356389352596491
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.4,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.5,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.55,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.6,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.65,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.7,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,0.8,10,0.42257499837058643
50,what is known about an mRNA vaccine for the SARS-CoV-2 virus?,1.0,10,0.42838543210841196
6,what types of rapid testing for Covid-19 have been developed?,0.4,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.5,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.55,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.6,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.65,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.7,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,0.8,10,0.12398310123713109
6,what types of rapid testing for Covid-19 have been developed?,1.0,10,0.12398310123713109
7,are there serological tests that detect antibodies to coronavirus?,0.4,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.5,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.55,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.6,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.65,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.7,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,0.8,10,0.47215670662474735
7,are there serological tests that detect antibodies to coronavirus?,1.0,10,0.47215670662474735
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.4,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.5,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.55,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.6,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.65,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.7,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,0.8,10,0.07839826897867534
8,how has lack of testing availability led to underreporting of true incidence of Covid-19?,1.0,10,0.07336392209936006
9,how has COVID-19 affected Canada,0.4,10,0.06943122193677727
9,how has COVID-19 affected Canada,0.5,10,0.06625422345438904
9,how has COVID-19 affected Canada,0.55,10,0.06625422345438904
9,how has COVID-19 affected Canada,0.6,10,0.0636207881989517
9,how has COVID-19 affected Canada,0.65,10,0.0636207881989517
9,how has COVID-19 affected Canada,0.7,10,0.0636207881989517
9,how has COVID-19 affected Canada,0.8,10,0.0
9,how has COVID-19 affected Canada,1.0,10,0.0
